# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov  3 17:07:58 2022
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum not null
# CONSTRAINT:  and sy_pnum not null
# CONSTRAINT:  and pl_orbper not null
# CONSTRAINT:  and pl_eqt not null
# CONSTRAINT:  and sy_dist not null)
# CONSTRAINT:  order by hostname asc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,sy_dist,sy_disterr1,sy_disterr2
Kepler-114 b,Kepler-114,1,3,5.18854900,0.00001200,-0.00001200,0,1.260,0.130,-0.130,0,586,,,0,259.5330000,1.3085000,-1.3085000
Kepler-114 c,Kepler-114,1,3,8.04100000,,,0,1.600,0.180,-0.180,0,507,,,0,259.5330000,1.3085000,-1.3085000
Kepler-114 d,Kepler-114,1,3,11.77600000,,,0,2.530,0.280,-0.280,0,446,,,0,259.5330000,1.3085000,-1.3085000
Kepler-1140 b,Kepler-1140,1,1,24.08627070,0.00010200,-0.00010200,0,2.770,0.450,-0.370,0,500,,,0,656.4800000,10.9860000,-10.6360000
Kepler-1141 b,Kepler-1141,1,1,2.34451194,0.00000535,-0.00000535,0,0.820,0.120,-0.080,0,1471,,,0,393.6420000,3.8090000,-3.7390000
Kepler-1142 b,Kepler-1142,1,1,18.30272480,0.00013890,-0.00013890,0,1.470,0.430,-0.180,0,902,,,0,1273.5100000,32.1450000,-32.1450000
Kepler-1143 b,Kepler-1143,1,2,2.88890485,0.00000694,-0.00000694,0,1.670,0.130,-0.110,0,976,,,0,555.1890000,7.7620000,-7.5550000
Kepler-1143 c,Kepler-1143,1,2,210.63059100,0.00145600,-0.00145600,0,3.600,0.510,-0.350,0,234,,,0,555.1890000,7.7620000,-7.5550000
Kepler-1144 b,Kepler-1144,1,1,17.14647302,0.00009073,-0.00009073,0,1.990,0.300,-0.160,0,811,,,0,1140.5700000,32.6200000,-30.8800000
Kepler-1145 b,Kepler-1145,1,1,3.97076766,0.00001110,-0.00001110,0,1.400,0.110,-0.110,0,958,,,0,691.9610000,14.5880000,-14.0070000
Kepler-1146 b,Kepler-1146,1,1,2.35226580,0.00000825,-0.00000825,0,1.230,0.100,-0.080,0,1019,,,0,703.0380000,16.7130000,-15.9680000
Kepler-1147 b,Kepler-1147,1,1,10.62784997,0.00009118,-0.00009118,0,2.610,0.800,-0.510,0,872,,,0,1657.3600000,79.8450000,-79.8450000
Kepler-1148 b,Kepler-1148,1,1,1.10446351,0.00000129,-0.00000129,0,1.690,0.100,-0.090,0,1397,,,0,625.6920000,10.6680000,-10.3210000
Kepler-1149 b,Kepler-1149,1,1,3.73089898,0.00001502,-0.00001502,0,1.440,0.260,-0.170,0,1128,,,0,1217.7300000,45.6050000,-45.6050000
Kepler-115 b,Kepler-115,1,2,2.40367900,0.00001200,-0.00001200,0,1.090,0.210,-0.210,0,1489,,,0,623.6090000,7.0210000,-6.8690000
Kepler-115 c,Kepler-115,1,2,8.99088900,0.00002100,-0.00002100,0,2.600,0.500,-0.500,0,960,,,0,623.6090000,7.0210000,-6.8690000
Kepler-1150 b,Kepler-1150,2,1,2.78786839,0.00000826,-0.00000826,0,1.020,0.060,-0.060,0,1432,,,0,358.5180000,2.3340000,-2.3040000
Kepler-1151 b,Kepler-1151,1,1,65.64784240,0.00040100,-0.00040100,0,2.220,0.240,-0.170,0,485,,,0,682.4360000,10.9630000,-10.9630000
Kepler-1152 b,Kepler-1152,1,1,1.64680191,0.00000267,-0.00000267,0,0.870,0.050,-0.060,0,806,,,0,215.2330000,0.9025000,-0.9025000
Kepler-1153 b,Kepler-1153,1,1,1.75583533,0.00000439,-0.00000439,0,1.730,0.210,-0.110,0,1343,,,0,1119.4900000,43.6000000,-40.5100000
Kepler-1154 b,Kepler-1154,1,2,5.18561420,0.00002676,-0.00002676,0,2.340,1.060,-0.490,0,1314,,,0,1460.1000000,44.7300000,-42.1900000
Kepler-1154 c,Kepler-1154,1,2,8.45808312,0.00004757,-0.00004757,0,2.360,0.950,-0.490,0,1117,,,0,1460.1000000,44.7300000,-42.1900000
Kepler-1155 b,Kepler-1155,1,1,33.46974300,0.00020030,-0.00020030,0,2.030,0.450,-0.200,0,609,,,0,1128.7200000,,
Kepler-1156 b,Kepler-1156,1,1,11.89520511,0.00006499,-0.00006499,0,1.320,0.140,-0.090,0,787,,,0,691.3310000,7.2930000,-7.1460000
Kepler-1157 b,Kepler-1157,1,1,4.45743164,0.00001699,-0.00001699,0,1.090,0.040,-0.200,0,732,,,0,342.1440000,2.4160000,-2.3830000
Kepler-1158 b,Kepler-1158,1,1,13.53962930,0.00009329,-0.00009329,0,2.340,0.460,-0.460,0,1079,,,0,1484.2500000,36.9350000,-36.9350000
Kepler-1159 b,Kepler-1159,1,1,22.70816791,0.00009541,-0.00009541,0,2.370,1.030,-0.370,0,677,,,0,1213.7100000,28.2200000,-28.2200000
Kepler-116 b,Kepler-116,1,2,5.96873400,0.00000900,-0.00000900,0,3.420,0.650,-0.650,0,1251,,,0,955.1680000,15.5640000,-15.0810000
Kepler-116 c,Kepler-116,1,2,13.07163000,0.00005600,-0.00005600,0,2.300,0.440,-0.440,0,964,,,0,955.1680000,15.5640000,-15.0810000
Kepler-1160 b,Kepler-1160,1,1,7.97034958,0.00003122,-0.00003122,0,2.140,0.280,-0.140,0,839,,,0,1077.6300000,38.1000000,-35.6400000
Kepler-1161 b,Kepler-1161,1,1,10.71252541,0.00003876,-0.00003876,0,2.130,0.500,-0.130,0,485,,,0,547.7260000,9.8530000,-9.8530000
Kepler-1162 b,Kepler-1162,1,1,32.56370690,0.00024720,-0.00024720,0,2.210,0.500,-0.210,0,490,,,0,940.2110000,26.1300000,-24.7790000
Kepler-1163 b,Kepler-1163,1,1,6.11786898,0.00002808,-0.00002808,0,1.030,0.170,-0.110,0,1211,,,0,478.6470000,4.5930000,-4.5080000
Kepler-1164 b,Kepler-1164,1,1,3.97599768,0.00001086,-0.00001086,0,1.120,0.040,-0.070,0,936,,,0,431.6220000,3.2440000,-3.1960000
Kepler-1165 b,Kepler-1165,1,2,9.47852200,0.00005909,-0.00005909,0,1.550,0.500,-0.190,0,946,,,0,1575.2000000,50.3700000,-47.3900000
Kepler-1165 c,Kepler-1165,1,2,29.96870041,,,0,3.361,,,0,644,,,0,1575.2000000,50.3700000,-47.3900000
Kepler-1166 b,Kepler-1166,1,1,33.24068820,0.00028000,-0.00028000,0,1.690,0.620,-0.140,0,486,,,0,634.9060000,7.9460000,-7.9460000
Kepler-1167 b,Kepler-1167,1,1,1.00393374,0.00000268,-0.00000268,0,1.710,0.120,-0.120,0,1419,,,0,820.9050000,25.6750000,-24.1890000
Kepler-1168 b,Kepler-1168,1,1,55.82265390,0.00038710,-0.00038710,0,2.500,0.180,-0.130,0,379,,,0,752.6660000,15.2570000,-15.2570000
Kepler-1169 b,Kepler-1169,1,1,6.11009134,0.00002806,-0.00002806,0,0.940,0.060,-0.060,0,1125,,,0,522.8230000,5.1310000,-5.0340000
Kepler-117 b,Kepler-117,1,2,18.79592280,0.00000750,-0.00000750,0,8.059,0.269,-0.269,0,984,18,-18,0,1455.5700000,38.3850000,-38.3850000
Kepler-117 c,Kepler-117,1,2,50.79039100,0.00001400,-0.00001400,0,12.341,0.392,-0.392,0,704,15,-15,0,1455.5700000,38.3850000,-38.3850000
Kepler-1170 b,Kepler-1170,1,1,9.98969327,0.00004242,-0.00004242,0,2.410,0.190,-0.170,0,705,,,0,1050.4500000,37.9700000,-35.4600000
Kepler-1171 b,Kepler-1171,1,1,1.44259224,0.00000219,-0.00000219,0,2.560,0.680,-0.500,0,2700,,,0,573.0000000,10.1020000,-9.7650000
Kepler-1172 b,Kepler-1172,1,1,26.02044230,0.00018860,-0.00018860,0,3.200,0.400,-0.280,0,675,,,0,1306.5300000,53.1200000,-53.1200000
Kepler-1173 b,Kepler-1173,1,1,0.76985360,0.00000120,-0.00000120,0,0.890,0.230,-0.070,0,1650,,,0,377.0600000,2.3975000,-2.3975000
Kepler-1174 b,Kepler-1174,1,1,6.89225223,0.00002664,-0.00002664,0,1.590,0.310,-0.160,0,1156,,,0,1408.7500000,27.7000000,-26.6700000
Kepler-1175 b,Kepler-1175,1,1,37.94563000,0.00017320,-0.00017320,0,2.990,0.270,-0.230,0,515,,,0,1121.8900000,61.4500000,-55.5000000
Kepler-1176 b,Kepler-1176,1,1,24.17385790,0.00013360,-0.00013360,0,2.450,0.630,-0.320,0,595,,,0,864.6990000,22.9595000,-22.9595000
Kepler-1177 b,Kepler-1177,1,1,106.24754700,0.00182200,-0.00182200,0,1.900,0.160,-0.120,0,377,,,0,1299.9700000,34.4200000,-32.7200000
Kepler-1178 b,Kepler-1178,1,1,31.80634000,0.00038570,-0.00038570,0,1.070,0.060,-0.080,0,378,,,0,482.2870000,4.7555000,-4.7555000
Kepler-1179 b,Kepler-1179,1,1,2.68505749,0.00000410,-0.00000410,0,1.320,0.090,-0.080,0,1137,,,0,415.2050000,2.5580000,-2.5280000
Kepler-118 b,Kepler-118,1,2,7.51849600,0.00005600,-0.00005600,0,1.960,0.940,-0.940,0,784,,,0,574.2280000,6.8990000,-6.7410000
Kepler-118 c,Kepler-118,1,2,20.17202000,0.00001300,-0.00001300,0,7.680,3.430,-3.430,0,564,,,0,574.2280000,6.8990000,-6.7410000
Kepler-1180 b,Kepler-1180,1,1,16.86012860,0.00013690,-0.00013690,0,1.990,0.550,-0.270,0,765,,,0,1596.8000000,86.9000000,-78.5100000
Kepler-1181 b,Kepler-1181,1,1,4.89337519,0.00002526,-0.00002526,0,1.570,0.650,-0.260,0,1374,,,0,938.4170000,11.9915000,-11.9915000
Kepler-1182 b,Kepler-1182,1,1,11.17394617,0.00006278,-0.00006278,0,2.410,0.600,-0.500,0,796,,,0,1545.3900000,64.0400000,-59.2200000
Kepler-1183 b,Kepler-1183,1,1,28.50571890,0.00030310,-0.00030310,0,2.820,0.520,-0.300,0,555,,,0,1919.1900000,174.3100000,-148.0100000
Kepler-1184 b,Kepler-1184,1,1,53.59910440,0.00036740,-0.00036740,0,2.680,0.600,-0.300,0,529,,,0,1157.8400000,33.5100000,-31.7000000
Kepler-1185 b,Kepler-1185,1,1,104.35189760,0.00067050,-0.00067050,0,1.330,0.080,-0.050,0,355,,,0,459.2730000,4.9180000,-4.8180000
Kepler-1186 b,Kepler-1186,1,1,16.07677615,0.00007199,-0.00007199,0,2.230,0.360,-0.220,0,724,,,0,1337.2500000,38.9300000,-38.9300000
Kepler-1187 b,Kepler-1187,1,1,18.87064068,0.00006002,-0.00006002,0,2.610,0.510,-0.280,0,701,,,0,1020.5300000,32.4600000,-30.5490000
Kepler-1188 b,Kepler-1188,1,1,17.13695430,0.00012140,-0.00012140,0,2.080,0.490,-0.220,0,775,,,0,1717.4800000,61.9200000,-57.8400000
Kepler-1189 b,Kepler-1189,1,1,3.78858982,0.00002274,-0.00002274,0,1.770,0.520,-0.480,0,1158,,,0,782.8520000,11.4370000,-11.4370000
Kepler-119 b,Kepler-119,1,2,2.42208200,0.00000100,-0.00000100,0,3.600,1.370,-1.370,0,1213,,,0,701.9960000,12.4630000,-12.0440000
Kepler-119 c,Kepler-119,1,2,4.12510300,0.00002800,-0.00002800,0,0.920,0.350,-0.350,0,1016,,,0,701.9960000,12.4630000,-12.0440000
Kepler-1190 b,Kepler-1190,1,1,10.45843441,0.00005281,-0.00005281,0,1.330,0.050,-0.110,0,609,,,0,342.5090000,2.3055000,-2.3055000
Kepler-1191 b,Kepler-1191,1,1,5.60014851,0.00001909,-0.00001909,0,1.510,0.130,-0.110,0,952,,,0,955.5360000,25.7420000,-24.4480000
Kepler-1192 b,Kepler-1192,1,1,25.20347870,0.00012780,-0.00012780,0,2.360,0.240,-0.220,0,600,,,0,1304.1900000,60.9200000,-55.8000000
Kepler-1193 b,Kepler-1193,1,1,2.83265213,0.00000903,-0.00000903,0,1.320,0.210,-0.170,0,1453,,,0,802.1160000,10.7640000,-10.4870000
Kepler-1194 b,Kepler-1194,1,1,16.22371307,0.00008867,-0.00008867,0,1.510,0.120,-0.090,0,676,,,0,757.3820000,,
Kepler-1195 b,Kepler-1195,1,1,8.49642241,0.00002872,-0.00002872,0,2.080,0.190,-0.170,0,702,,,0,918.5660000,33.2190000,-31.0160000
Kepler-1196 b,Kepler-1196,1,1,66.18490310,0.00046610,-0.00046610,0,2.230,0.370,-0.210,0,436,,,0,922.3330000,19.9870000,-19.1700000
Kepler-1197 b,Kepler-1197,1,1,2.03231845,0.00000375,-0.00000375,0,1.250,0.030,-0.090,0,1011,,,0,486.9400000,6.6110000,-6.4390000
Kepler-1198 b,Kepler-1198,1,1,7.68477160,0.00003250,-0.00003250,0,1.470,0.180,-0.100,0,830,,,0,743.0300000,12.6970000,-12.2850000
Kepler-1199 b,Kepler-1199,1,1,15.04471980,0.00010840,-0.00010840,0,1.150,0.210,-0.160,0,931,,,0,563.4930000,,
Kepler-12 b,Kepler-12,1,1,4.43796290,0.00000060,-0.00000060,0,19.661,0.347,-0.404,0,1480,30,-30,0,881.3860000,9.8540000,-9.6430000
Kepler-120 b,Kepler-120,1,2,6.31250100,0.00000800,-0.00000800,0,2.150,0.170,-0.170,0,575,,,0,388.6300000,3.2400000,-3.1870000
Kepler-120 c,Kepler-120,1,2,12.79458500,0.00004400,-0.00004400,0,1.530,0.090,-0.090,0,455,,,0,388.6300000,3.2400000,-3.1870000
Kepler-1200 b,Kepler-1200,1,1,1.11854972,0.00000312,-0.00000312,0,1.060,0.060,-0.080,0,1174,,,0,588.7150000,12.6310000,-12.1190000
Kepler-1201 b,Kepler-1201,1,1,15.18725932,0.00008158,-0.00008158,0,2.290,0.910,-0.430,0,789,,,0,944.2410000,23.0110000,-21.9600000
Kepler-1202 b,Kepler-1202,1,1,28.68513240,0.00018990,-0.00018990,0,2.940,0.910,-0.310,0,547,,,0,1175.3800000,44.3300000,-41.2700000
Kepler-1203 b,Kepler-1203,1,1,0.58800076,0.00000058,-0.00000058,0,1.060,0.060,-0.040,0,1188,,,0,317.0220000,2.9400000,-2.8860000
Kepler-1204 b,Kepler-1204,1,1,85.73502850,0.00063730,-0.00063730,0,3.050,0.870,-0.300,0,448,,,0,1175.2200000,34.2200000,-32.3600000
Kepler-1205 b,Kepler-1205,1,1,1.07839035,0.00000160,-0.00000160,0,1.410,0.100,-0.090,0,1667,,,0,698.4850000,11.0820000,-10.7470000
Kepler-1206 b,Kepler-1206,1,1,1.21699766,0.00000261,-0.00000261,0,1.640,0.090,-0.080,0,1314,,,0,762.0190000,22.1690000,-20.9700000
Kepler-1207 b,Kepler-1207,1,1,13.68237119,0.00008986,-0.00008986,0,1.620,0.510,-0.180,0,802,,,0,1754.1900000,57.4700000,-54.0000000
Kepler-1208 b,Kepler-1208,1,1,11.08507637,0.00005235,-0.00005235,0,2.320,0.190,-0.140,0,665,,,0,825.1760000,31.0220000,-28.8890000
Kepler-1209 b,Kepler-1209,1,1,25.36911600,0.00012490,-0.00012490,0,1.510,0.320,-0.180,0,755,,,0,505.5310000,7.7470000,-7.5210000
Kepler-121 b,Kepler-121,1,2,3.17742200,0.00000300,-0.00000300,0,2.340,1.270,-1.270,0,997,,,0,510.5230000,6.1700000,-6.0270000
Kepler-121 c,Kepler-121,1,2,41.00801100,0.00019100,-0.00019100,0,2.270,1.250,-1.250,0,425,,,0,510.5230000,6.1700000,-6.0270000
Kepler-1210 b,Kepler-1210,1,1,8.07124073,0.00004899,-0.00004899,0,1.700,0.300,-0.130,0,856,,,0,1176.5300000,48.4900000,-44.8700000
Kepler-1211 b,Kepler-1211,1,1,11.01816836,0.00007975,-0.00007975,0,2.550,0.420,-0.410,0,840,,,0,1826.5300000,131.0800000,-114.9600000
Kepler-1212 b,Kepler-1212,1,1,12.94130146,0.00007910,-0.00007910,0,2.140,0.580,-0.270,0,795,,,0,1316.5700000,37.6950000,-37.6950000
Kepler-1213 b,Kepler-1213,1,1,5.34982412,0.00002659,-0.00002659,0,1.190,0.130,-0.100,0,1156,,,0,807.8120000,8.5470000,-8.3730000
Kepler-1214 b,Kepler-1214,1,1,18.82634264,0.00008784,-0.00008784,0,2.360,0.190,-0.110,0,591,,,0,729.2270000,15.4430000,-14.8270000
Kepler-1215 b,Kepler-1215,1,1,4.76703963,0.00002300,-0.00002300,0,1.220,0.180,-0.120,0,1046,,,0,661.0220000,6.9470000,-6.8070000
Kepler-1216 b,Kepler-1216,1,1,4.37034536,0.00001993,-0.00001993,0,1.390,0.220,-0.110,0,1191,,,0,1258.3600000,43.1700000,-40.4500000
Kepler-1217 b,Kepler-1217,1,1,2.03232507,0.00000646,-0.00000646,0,1.990,0.480,-0.190,0,1542,,,0,1347.7100000,60.6300000,-55.7100000
Kepler-1218 b,Kepler-1218,1,1,22.92212660,0.00023370,-0.00023370,0,1.440,0.150,-0.140,0,684,,,0,840.5030000,12.8610000,-12.8610000
Kepler-1219 b,Kepler-1219,1,1,16.10467749,0.00008828,-0.00008828,0,2.120,0.560,-0.450,0,1159,,,0,880.8950000,18.5080000,-17.7740000
Kepler-122 b,Kepler-122,1,5,5.76619300,0.00001600,-0.00001600,0,2.340,0.460,-0.460,0,1159,,,0,1027.4500000,19.3200000,-18.6400000
Kepler-122 c,Kepler-122,1,5,12.46598800,0.00000900,-0.00000900,0,5.870,1.160,-1.160,0,897,,,0,1027.4500000,19.3200000,-18.6400000
Kepler-122 d,Kepler-122,1,5,21.58747500,0.00016400,-0.00016400,0,2.200,0.440,-0.440,0,747,,,0,1027.4500000,19.3200000,-18.6400000
Kepler-122 e,Kepler-122,1,5,37.99327300,0.00039000,-0.00039000,0,2.600,0.540,-0.540,0,618,,,0,1027.4500000,19.3200000,-18.6400000
Kepler-122 f,Kepler-122,1,5,56.26800000,,,0,1.750,0.600,-0.160,0,543,,,0,1027.4500000,19.3200000,-18.6400000
Kepler-1220 b,Kepler-1220,1,1,7.42693741,0.00004187,-0.00004187,0,1.520,0.330,-0.190,0,899,,,0,961.9070000,33.7580000,-31.5800000
Kepler-1221 b,Kepler-1221,1,1,12.00096042,0.00005761,-0.00005761,0,1.880,0.300,-0.160,0,632,,,0,913.6500000,,
Kepler-1222 b,Kepler-1222,1,1,1.91694425,0.00000611,-0.00000611,0,0.790,0.060,-0.060,0,1246,,,0,415.2180000,3.2410000,-3.1920000
Kepler-1223 b,Kepler-1223,1,1,16.30125900,0.00010300,-0.00010300,0,1.220,0.060,-0.080,0,557,,,0,459.9570000,4.0490000,-3.9790000
Kepler-1224 b,Kepler-1224,1,1,13.32351601,0.00007281,-0.00007281,0,1.330,0.120,-0.080,0,872,,,0,559.5980000,8.3820000,-8.1430000
Kepler-1225 b,Kepler-1225,1,1,7.01075434,0.00002753,-0.00002753,0,1.820,0.610,-0.240,0,1453,,,0,1347.5200000,38.1050000,-38.1050000
Kepler-1226 b,Kepler-1226,1,1,17.29234530,0.00011870,-0.00011870,0,1.450,0.260,-0.150,0,809,,,0,1125.7200000,38.8850000,-38.8850000
Kepler-1227 b,Kepler-1227,1,1,94.28875770,0.00058730,-0.00058730,0,2.290,0.520,-0.230,0,369,,,0,623.7060000,6.1890000,-6.0710000
Kepler-1228 b,Kepler-1228,1,1,0.57736958,0.00000041,-0.00000041,0,1.540,0.110,-0.140,0,1757,,,0,515.4530000,5.4240000,-5.4240000
Kepler-1229 b,Kepler-1229,1,1,86.82898900,0.00106900,-0.00106900,0,1.400,0.110,-0.130,0,212,19,-17,0,265.4820000,3.3970000,-3.3150000
Kepler-123 b,Kepler-123,1,2,17.23236600,0.00005600,-0.00005600,0,2.940,0.570,-0.570,0,817,,,0,1021.6600000,22.5300000,-21.6000000
Kepler-123 c,Kepler-123,1,2,26.69507400,0.00046800,-0.00046800,0,1.480,0.300,-0.300,0,706,,,0,1021.6600000,22.5300000,-21.6000000
Kepler-1230 b,Kepler-1230,1,1,9.95661537,0.00004469,-0.00004469,0,2.710,0.490,-0.290,0,946,,,0,1364.2200000,64.8400000,-59.3000000
Kepler-1231 b,Kepler-1231,1,1,10.41725184,0.00006556,-0.00006556,0,1.420,0.300,-0.120,0,870,,,0,987.2370000,20.2030000,-19.4230000
Kepler-1232 b,Kepler-1232,1,1,26.78391830,0.00017860,-0.00017860,0,1.930,0.240,-0.160,0,523,,,0,632.8650000,7.6740000,-7.4950000
Kepler-1233 b,Kepler-1233,1,1,45.12630420,0.00051710,-0.00051710,0,2.600,1.080,-0.390,0,604,,,0,1178.7000000,38.0300000,-38.0300000
Kepler-1234 b,Kepler-1234,1,1,11.94014029,0.00008335,-0.00008335,0,2.810,0.160,-0.810,0,625,,,0,916.7490000,32.0750000,-30.0130000
Kepler-1235 b,Kepler-1235,1,1,4.16055856,0.00002789,-0.00002789,0,0.790,0.120,-0.060,0,985,,,0,540.6040000,4.3595000,-4.3595000
Kepler-1236 b,Kepler-1236,1,1,31.05716180,0.00025080,-0.00025080,0,2.140,0.180,-0.220,0,480,,,0,999.6400000,38.0800000,-35.4290000
Kepler-1237 b,Kepler-1237,1,1,84.57332260,0.00064800,-0.00064800,0,2.860,0.390,-0.210,0,366,,,0,1064.3100000,43.3600000,-40.1400000
Kepler-1238 b,Kepler-1238,1,1,4.14787559,0.00003447,-0.00003447,0,1.930,0.850,-0.420,0,1389,,,0,1632.1300000,70.0600000,-64.6200000
Kepler-1239 b,Kepler-1239,1,1,5.19104016,0.00002643,-0.00002643,0,2.900,0.370,-0.310,0,1183,,,0,2140.6000000,156.7200000,-137.0800000
Kepler-124 b,Kepler-124,1,3,3.41049300,0.00002100,-0.00002100,0,0.730,0.050,-0.050,0,892,,,0,420.0460000,3.0470000,-3.0040000
Kepler-124 c,Kepler-124,1,3,13.82137500,0.00003700,-0.00003700,0,1.750,0.090,-0.090,0,560,,,0,420.0460000,3.0470000,-3.0040000
Kepler-124 d,Kepler-124,1,3,30.95085100,0.00036100,-0.00036100,0,1.110,0.070,-0.070,0,428,,,0,420.0460000,3.0470000,-3.0040000
Kepler-1240 b,Kepler-1240,1,1,4.86638150,0.00002513,-0.00002513,0,1.150,0.200,-0.100,0,1121,,,0,862.1860000,13.7155000,-13.7155000
Kepler-1241 b,Kepler-1241,1,1,18.55257010,0.00010350,-0.00010350,0,2.630,0.210,-0.230,0,612,,,0,968.7220000,31.3980000,-29.5220000
Kepler-1242 b,Kepler-1242,1,1,13.62798432,0.00005714,-0.00005714,0,2.260,0.130,-0.130,0,639,,,0,687.6150000,14.0390000,-13.4980000
Kepler-1243 b,Kepler-1243,1,1,16.83207290,0.00008923,-0.00008923,0,1.750,0.280,-0.170,0,690,,,0,758.1700000,13.5955000,-13.5955000
Kepler-1244 b,Kepler-1244,1,1,3.70428172,0.00001784,-0.00001784,0,1.350,0.630,-0.250,0,1839,,,0,1075.8100000,26.6000000,-25.3700000
Kepler-1245 b,Kepler-1245,1,2,4.35409304,0.00001933,-0.00001933,0,1.440,0.120,-0.100,0,1043,,,0,805.9360000,16.3520000,-15.7240000
Kepler-1245 c,Kepler-1245,1,2,2.93658468,0.00000840,-0.00000840,0,1.440,0.130,-0.080,0,1190,,,0,805.9360000,16.3520000,-15.7240000
Kepler-1246 b,Kepler-1246,1,1,11.32271513,0.00008852,-0.00008852,0,1.360,0.200,-0.220,0,554,,,0,436.5050000,7.1670000,-7.1670000
Kepler-1247 b,Kepler-1247,1,1,13.71220213,0.00006363,-0.00006363,0,2.330,0.210,-0.160,0,676,,,0,1045.9200000,42.1900000,-39.1000000
Kepler-1248 b,Kepler-1248,1,1,7.46725407,0.00005302,-0.00005302,0,1.180,0.200,-0.110,0,1035,,,0,593.0260000,,
Kepler-1249 b,Kepler-1249,1,1,24.33471270,0.00028860,-0.00028860,0,2.380,0.970,-0.380,0,647,,,0,1904.5400000,120.3300000,-107.0600000
Kepler-125 b,Kepler-125,1,2,4.16438900,0.00000300,-0.00000300,0,2.370,0.100,-0.100,0,590,,,0,183.3650000,0.9890000,-0.9790000
Kepler-125 c,Kepler-125,1,2,5.77446400,0.00004700,-0.00004700,0,0.740,0.050,-0.050,0,529,,,0,183.3650000,0.9890000,-0.9790000
Kepler-1250 b,Kepler-1250,1,1,2.60754383,0.00000652,-0.00000652,0,1.920,0.450,-0.170,0,1431,,,0,2126.8500000,137.1200000,-121.7900000
Kepler-1251 b,Kepler-1251,1,1,45.09046430,0.00046300,-0.00046300,0,1.840,0.260,-0.140,0,487,,,0,902.2040000,21.5750000,-21.5750000
Kepler-1252 b,Kepler-1252,1,1,15.05403290,0.00012480,-0.00012480,0,1.670,0.420,-0.230,0,665,,,0,648.9790000,8.2670000,-8.0650000
Kepler-1253 b,Kepler-1253,1,1,68.88619150,0.00052700,-0.00052700,0,1.330,0.180,-0.180,0,501,,,0,514.5240000,5.7580000,-5.6340000
Kepler-1254 b,Kepler-1254,1,3,9.99113313,0.00005610,-0.00005610,0,1.550,0.090,-0.120,0,660,,,0,622.8180000,8.8100000,-8.8100000
Kepler-1254 c,Kepler-1254,1,3,3.60084276,0.00001900,-0.00001900,0,1.300,0.070,-0.120,0,927,,,0,622.8180000,8.8100000,-8.8100000
Kepler-1254 d,Kepler-1254,1,3,5.72717226,0.00002908,-0.00002908,0,1.310,0.090,-0.110,0,794,,,0,622.8180000,8.8100000,-8.8100000
Kepler-1255 b,Kepler-1255,1,1,36.29193360,0.00031560,-0.00031560,0,2.320,0.640,-0.290,0,694,,,0,1617.0700000,88.8800000,-80.2100000
Kepler-1256 b,Kepler-1256,1,1,12.41277540,0.00010800,-0.00010800,0,1.490,0.440,-0.220,0,933,,,0,891.1920000,13.1485000,-13.1485000
Kepler-1257 b,Kepler-1257,1,1,2.66831376,0.00000986,-0.00000986,0,1.520,0.180,-0.120,0,1252,,,0,1105.9500000,42.8900000,-42.8900000
Kepler-1258 b,Kepler-1258,1,1,0.98494017,0.00000318,-0.00000318,0,0.860,0.130,-0.080,0,2335,,,0,717.5550000,8.7860000,-8.7860000
Kepler-1259 b,Kepler-1259,1,1,0.66308526,0.00000087,-0.00000087,0,1.430,0.070,-0.100,0,1681,,,0,805.5620000,16.6880000,-16.0360000
Kepler-126 b,Kepler-126,1,3,10.49571100,0.00002800,-0.00002800,0,1.520,0.100,-0.100,0,1009,,,0,237.4010000,1.6700000,-1.6470000
Kepler-126 c,Kepler-126,1,3,21.86974100,0.00008200,-0.00008200,0,1.580,0.130,-0.130,0,790,,,0,237.4010000,1.6700000,-1.6470000
